County	State province	Country
Annapolis	Nova Scotia	Canada
Antigonish	Nova Scotia	Canada
Cape Bretona	Nova Scotia	Canada
Colchester	Nova Scotia	Canada
Cumberland	Nova Scotia	Canada
Digby	Nova Scotia	Canada
Guysborough	Nova Scotia	Canada
Halifax	Nova Scotia	Canada
Hants	Nova Scotia	Canada
Inverness	Nova Scotia	Canada
Kings	Nova Scotia	Canada
Lunenburg	Nova Scotia	Canada
Pictou	Nova Scotia	Canada
Queensc	Nova Scotia	Canada
Richmond	Nova Scotia	Canada
Shelburne	Nova Scotia	Canada
Victoria	Nova Scotia	Canada
Yarmouth	Nova Scotia	Canada
Bruce	Ontario	Canada
Dufferin	Ontario	Canada
Elgin	Ontario	Canada
Essex	Ontario	Canada
Frontenac	Ontario	Canada
Grey	Ontario	Canada
Haliburton	Ontario	Canada
Hastings	Ontario	Canada
Huron	Ontario	Canada
Lambton	Ontario	Canada
Lanark	Ontario	Canada
United Counties of Leeds and Grenville	Ontario	Canada
Lennox and Addington	Ontario	Canada
Middlesex	Ontario	Canada
Northumberland	Ontario	Canada
Perth	Ontario	Canada
Peterborough	Ontario	Canada
United Counties of Prescott and Russell	Ontario	Canada
Renfrew	Ontario	Canada
Simcoe	Ontario	Canada
United Counties of Stormont Dundas and Glengarry	Ontario	Canada
Wellington	Ontario	Canada
La Haute-Yamaska	Québec	Canada
Acton	Québec	Canada
Drummond	Québec	Canada
Nicolet-Yamaska	Québec	Canada
Maskinongé	Québec	Canada
D'Autray	Québec	Canada
Pierre-De Saurel	Québec	Canada
Les Maskoutains	Québec	Canada
Rouville	Québec	Canada
Le Haut-Richelieu	Québec	Canada
La Vallée-du-Richelieu	Québec	Canada
Longueuil	Québec	Canada
Marguerite-D'Youville	Québec	Canada
L'Assomption	Québec	Canada
Joliette	Québec	Canada
Matawinie	Québec	Canada
Montcalm	Québec	Canada
Les Moulins	Québec	Canada
Laval	Québec	Canada
Montréal	Québec	Canada
Roussillon	Québec	Canada
Les Jardins-de-Napierville	Québec	Canada
Le Haut-Saint-Laurent	Québec	Canada
Beauharnois-Salaberry	Québec	Canada
Vaudreuil-Soulanges	Québec	Canada
Deux-Montagnes	Québec	Canada
Thérèse-De Blainville	Québec	Canada
Mirabel	Québec	Canada
La Rivière-du-Nord	Québec	Canada
Argenteuil	Québec	Canada
Les Pays-d'en-Haut	Québec	Canada
Les Laurentides	Québec	Canada
Antoine-Labelle	Québec	Canada
Papineau	Québec	Canada
Gatineau	Québec	Canada
Les Collines-de-l'Outaouais	Québec	Canada
La Vallée-de-la-Gatineau	Québec	Canada
Pontiac	Québec	Canada
Témiscamingue	Québec	Canada
Rouyn-Noranda	Québec	Canada
Abitibi-Ouest	Québec	Canada
Abitibi	Québec	Canada
La Vallée-de-l'Or	Québec	Canada
La Tuque	Québec	Canada
Le Domaine-du-Roy	Québec	Canada
Maria-Chapdelaine	Québec	Canada
Lac-Saint-Jean-Est	Québec	Canada
Le Saguenay-et-son-Fjord	Québec	Canada
La Haute-Côte-Nord	Québec	Canada
Manicouagan	Québec	Canada
Sept-Rivières--Caniapiscau	Québec	Canada
Minganie--Le Golfe-du-Saint-Laurent	Québec	Canada
Nord-du-Québec	Québec	Canada
Les Îles-de-la-Madeleine	Québec	Canada
Le Rocher-Percé	Québec	Canada
La Côte-de-Gaspé	Québec	Canada
La Haute-Gaspésie	Québec	Canada
Bonaventure	Québec	Canada
Avignon	Québec	Canada
La Matapédia	Québec	Canada
Matane	Québec	Canada
La Mitis	Québec	Canada
Rimouski-Neigette	Québec	Canada
Les Basques	Québec	Canada
Rivière-du-Loup	Québec	Canada
Témiscouata	Québec	Canada
Kamouraska	Québec	Canada
Charlevoix-Est	Québec	Canada
Charlevoix	Québec	Canada
L'Islet	Québec	Canada
Montmagny	Québec	Canada
Bellechasse	Québec	Canada
L'Île-d'Orléans	Québec	Canada
La Côte-de-Beaupré	Québec	Canada
La Jacques-Cartier	Québec	Canada
Québec	Québec	Canada
Lévis	Québec	Canada
La Nouvelle-Beauce	Québec	Canada
Robert-Cliche	Québec	Canada
Les Etchemins	Québec	Canada
Beauce-Sartigan	Québec	Canada
Le Granit	Québec	Canada
Les Appalaches	Québec	Canada
L'Érable	Québec	Canada
Lotbinière	Québec	Canada
Portneuf	Québec	Canada
Mékinac	Québec	Canada
Shawinigan	Québec	Canada
Francheville	Québec	Canada
Bécancour	Québec	Canada
Arthabaska	Québec	Canada
Les Sources	Québec	Canada
Le Haut-Saint-François	Québec	Canada
Le Val-Saint-François	Québec	Canada
Sherbrooke	Québec	Canada
Coaticook	Québec	Canada
Memphrémagog	Québec	Canada
Brome-Missisquoi	Québec	Canada
Kings	Prince Edward Island	Canada
Queens	Prince Edward Island	Canada
Prince	Prince Edward Island	Canada
Stormont Dundas and Glengarry	Ontario	Canada
Prescott and Russell	Ontario	Canada
Ottawa	Ontario	Canada
Leeds and Grenville	Ontario	Canada
Lanark	Ontario	Canada
Frontenac	Ontario	Canada
Lennox and Addington	Ontario	Canada
Hastings	Ontario	Canada
Prince Edward	Ontario	Canada
Northumberland	Ontario	Canada
Peterborough	Ontario	Canada
Kawartha Lakes	Ontario	Canada
Durham	Ontario	Canada
York	Ontario	Canada
Toronto	Ontario	Canada
Peel	Ontario	Canada
Dufferin	Ontario	Canada
Wellington	Ontario	Canada
Halton	Ontario	Canada
Hamilton	Ontario	Canada
Niagara	Ontario	Canada
Haldimand-Norfolk	Ontario	Canada
Brant	Ontario	Canada
Waterloo	Ontario	Canada
Perth	Ontario	Canada
Oxford	Ontario	Canada
Elgin	Ontario	Canada
Chatham-Kent	Ontario	Canada
Essex	Ontario	Canada
Lambton	Ontario	Canada
Middlesex	Ontario	Canada
Huron	Ontario	Canada
Bruce	Ontario	Canada
Grey	Ontario	Canada
Simcoe	Ontario	Canada
Muskoka	Ontario	Canada
Haliburton	Ontario	Canada
Renfrew	Ontario	Canada
Nipissing	Ontario	Canada
Parry Sound	Ontario	Canada
Manitoulin	Ontario	Canada
Sudbury	Ontario	Canada
Greater Sudbury / Grand Sudbury	Ontario	Canada
Timiskaming	Ontario	Canada
Cochrane	Ontario	Canada
Algoma	Ontario	Canada
Thunder Bay	Ontario	Canada
Rainy River	Ontario	Canada
Kenora	Ontario	Canada
St. Louis	Minnesota	USA
Lake	Minnesota	USA
King	Washington	USA
Becker	Minnesota	USA
Douglas	Wisconsin	USA
Iron	Wisconsin	USA
Piscataquis	Maine	USA
Pine	Minnesota	USA
Oxford	Maine	USA
Coos	New Hampshire	USA
Washington	Minnesota	USA
Hennepin	Minnesota	USA
Ramsey	Minnesota	USA
Clinton	New York	USA
Franklin	New York	USA
Dakota	Minnesota	USA
Pierce	Wisconsin	USA
Lamoille	Vermont	USA
Goodhue	Minnesota	USA
Essex	New York	USA
Washington	Vermont	USA
Hancock	Maine	USA
Grafton	New Hampshire	USA
Orange	Vermont	USA
Hamilton	New York	USA
Windsor	Vermont	USA
Rutland	Vermont	USA
Fillmore	Minnesota	USA
Washington	New York	USA
Warren	New York	USA
Merrimack	New Hampshire	USA
Richland	Wisconsin	USA
Crawford	Wisconsin	USA
Bennington	Vermont	USA
Rockingham	New Hampshire	USA
Windham	Vermont	USA
Iowa	Wisconsin	USA
Grant	Wisconsin	USA
Clayton	Iowa	USA
Montgomery	New York	USA
Schoharie	New York	USA
Lafayette	Wisconsin	USA
Albany	New York	USA
Berkshire	Massachusetts	USA
Franklin	Massachusetts	USA
Middlesex	Massachusetts	USA
Dubuque	Iowa	USA
Webster	Iowa	USA
Jo Daviess	Illinois	USA
Columbia	New York	USA
Jackson	Iowa	USA
Hampden	Massachusetts	USA
Norfolk	Massachusetts	USA
Ulster	New York	USA
Barnstable	Massachusetts	USA
Litchfield	Connecticut	USA
Hartford	Connecticut	USA
Sullivan	New York	USA
Jasper	Iowa	USA
Geauga	Ohio	USA
New London	Connecticut	USA
Newport	Rhode Island	USA
Fairfield	Connecticut	USA
Lackawanna	Pennsylvania	USA
LaSalle	Illinois	USA
Orange	New York	USA
Cuyahoga	Ohio	USA
Forest	Pennsylvania	USA
Lycoming	Pennsylvania	USA
Sullivan	Pennsylvania	USA
Putnam	New York	USA
Sandusky	Ohio	USA
Clinton	Pennsylvania	USA
Dukes	Massachusetts	USA
Clarion	Pennsylvania	USA
Luzerne	Pennsylvania	USA
Jefferson	Pennsylvania	USA
Summit	Ohio	USA
Portage	Ohio	USA
Columbia	Pennsylvania	USA
Medina	Ohio	USA
Centre	Pennsylvania	USA
Clearfield	Pennsylvania	USA
Monroe	Pennsylvania	USA
Sarpy	Nebraska	USA
Northumberland	Pennsylvania	USA
Butler	Pennsylvania	USA
Armstrong	Pennsylvania	USA
Carbon	Pennsylvania	USA
Lawrence	Pennsylvania	USA
Warren	New Jersey	USA
Morris	New Jersey	USA
Des Moines	Iowa	USA
Cass	Nebraska	USA
Ashland	Ohio	USA
Wayne	Ohio	USA
Schuylkill	Pennsylvania	USA
Van Buren	Iowa	USA
Beaver	Pennsylvania	USA
Mifflin	Pennsylvania	USA
Suffolk	New York	USA
Blair	Pennsylvania	USA
Huntingdon	Pennsylvania	USA
Cambria	Pennsylvania	USA
Westmoreland	Pennsylvania	USA
Bucks	Pennsylvania	USA
Jefferson	Ohio	USA
Union	Ohio	USA
Bedford	Pennsylvania	USA
Cumberland	Pennsylvania	USA
Somerset	Pennsylvania	USA
York	Pennsylvania	USA
Adams	Illinois	USA
Vermillion	Indiana	USA
Fulton	Pennsylvania	USA
Franklin	Ohio	USA
Fayette	Pennsylvania	USA
Madison	Ohio	USA
Marion	Missouri	USA
Preble	Ohio	USA
Pike	Illinois	USA
New Castle	Delaware	USA
Buchanan	Missouri	USA
Washington	Maryland	USA
Allegany	Maryland	USA
Garrett	Maryland	USA
Monongalia	West Virginia	USA
Preston	West Virginia	USA
Wetzel	West Virginia	USA
Ralls	Missouri	USA
Hocking	Ohio	USA
Mineral	West Virginia	USA
Pike	Missouri	USA
Warren	Ohio	USA
Athens	Ohio	USA
Jefferson	West Virginia	USA
Frederick	Virginia	USA
Clay	Missouri	USA
Monroe	Indiana	USA
Grant	West Virginia	USA
Tucker	West Virginia	USA
Boone	Missouri	USA
Hardy	West Virginia	USA
Jackson	Missouri	USA
Lincoln	Missouri	USA
Jackson	Ohio	USA
Jennings	Indiana	USA
Greene	Indiana	USA
Randolph	West Virginia	USA
Callaway	Missouri	USA
Cooper	Missouri	USA
Madison	Illinois	USA
Warren	Missouri	USA
Lawrence	Indiana	USA
Pendleton	West Virginia	USA
Jefferson	Indiana	USA
Moniteau	Missouri	USA
Martin	Indiana	USA
St. Louis County	Missouri	USA
Rockingham	Virginia	USA
Lawrence	Ohio	USA
Washington	Indiana	USA
Cole	Missouri	USA
Pocahontas	West Virginia	USA
Franklin	Missouri	USA
Orange	Indiana	USA
Highland	Virginia	USA
Monroe	Illinois	USA
Carter	Kentucky	USA
Jefferson	Missouri	USA
Scott	Kentucky	USA
Augusta	Virginia	USA
Miller	Missouri	USA
Crawford	Indiana	USA
Harrison	Indiana	USA
Elliott	Kentucky	USA
Bath	Virginia	USA
Greenbrier	West Virginia	USA
Camden	Missouri	USA
Fayette	West Virginia	USA
St. Clair	Missouri	USA
Crawford	Missouri	USA
Fayette	Kentucky	USA
Washington	Missouri	USA
Meade	Kentucky	USA
Phelps	Missouri	USA
Ste. Genevieve	Missouri	USA
St. Francois	Missouri	USA
Hickory	Missouri	USA
Breckinridge	Kentucky	USA
Pulaski	Missouri	USA
Hardin	Kentucky	USA
Alleghany	Virginia	USA
Jackson	Illinois	USA
Daviess	Kentucky	USA
Saline	Illinois	USA
Perry	Missouri	USA
Dallas	Missouri	USA
Cedar	Missouri	USA
Laclede	Missouri	USA
Estill	Kentucky	USA
Garrard	Kentucky	USA
Botetourt	Virginia	USA
Dent	Missouri	USA
Iron	Missouri	USA
Monroe	West Virginia	USA
Lee	Kentucky	USA
Craig	Virginia	USA
Hardin	Illinois	USA
Pope	Illinois	USA
Texas	Missouri	USA
Union	Illinois	USA
Johnson	Illinois	USA
Mercer	West Virginia	USA
Dade	Missouri	USA
Jackson	Kentucky	USA
Chesterfield	Virginia	USA
Rockcastle	Kentucky	USA
Wright	Missouri	USA
Giles	Virginia	USA
Hart	Kentucky	USA
Greene	Missouri	USA
Shannon	Missouri	USA
Roanoke	Virginia	USA
Montgomery	Virginia	USA
Pulaski	Kentucky	USA
Alexander	Illinois	USA
Tazewell	Virginia	USA
Edmonson	Kentucky	USA
Bland	Virginia	USA
Letcher	Kentucky	USA
Pulaski	Virginia	USA
Wise	Virginia	USA
Warren	Kentucky	USA
Barren	Kentucky	USA
Christian	Kentucky	USA
Russell	Virginia	USA
Carter	Missouri	USA
Christian	Missouri	USA
Douglas	Missouri	USA
Howell	Missouri	USA
Smyth	Virginia	USA
Trigg	Kentucky	USA
Wayne	Kentucky	USA
Stone	Missouri	USA
Whitley	Kentucky	USA
Bell	Kentucky	USA
Barry	Missouri	USA
Lee	Virginia	USA
Scott	Virginia	USA
Oregon	Missouri	USA
Taney	Missouri	USA
Ozark	Missouri	USA
McDonald	Missouri	USA
Stewart	Tennessee	USA
Delaware	Oklahoma	USA
Robertson	Tennessee	USA
Sumner	Tennessee	USA
Montgomery	Tennessee	USA
Macon	Tennessee	USA
Clay	Tennessee	USA
Pickett	Tennessee	USA
Sullivan	Tennessee	USA
Hancock	Tennessee	USA
Claiborne	Tennessee	USA
Campbell	Tennessee	USA
Hawkins	Tennessee	USA
Fentress	Tennessee	USA
Overton	Tennessee	USA
Jackson	Tennessee	USA
Carter	Tennessee	USA
Baxter	Arkansas	USA
Benton	Arkansas	USA
Marion	Arkansas	USA
Boone	Arkansas	USA
Union	Tennessee	USA
Smith	Tennessee	USA
Grainger	Tennessee	USA
Greene	Tennessee	USA
Houston	Tennessee	USA
Hamblen	Tennessee	USA
Dickson	Tennessee	USA
Putnam	Tennessee	USA
Madison	Arkansas	USA
Anderson	Tennessee	USA
Avery	North Carolina	USA
Izard	Arkansas	USA
Humphreys	Tennessee	USA
Washington	Arkansas	USA
Cherokee	Oklahoma	USA
Cumberland	Tennessee	USA
Adair	Oklahoma	USA
DeKalb	Tennessee	USA
Newton	Arkansas	USA
Searcy	Arkansas	USA
Stone	Arkansas	USA
White	Tennessee	USA
Yancey	North Carolina	USA
Roane	Tennessee	USA
Hickman	Tennessee	USA
Cannon	Tennessee	USA
McDowell	North Carolina	USA
Independence	Arkansas	USA
Blount	Tennessee	USA
Warren	Tennessee	USA
Maury	Tennessee	USA
Perry	Tennessee	USA
Van Buren	Tennessee	USA
Buncombe	North Carolina	USA
Haywood	North Carolina	USA
Franklin	Arkansas	USA
Crawford	Arkansas	USA
Meigs	Tennessee	USA
Marshall	Tennessee	USA
Coffee	Tennessee	USA
Bedford	Tennessee	USA
Swain	North Carolina	USA
Lewis	Tennessee	USA
Rutherford	North Carolina	USA
Sequatchie	Tennessee	USA
Grundy	Tennessee	USA
Jackson	North Carolina	USA
Stanly	North Carolina	USA
Wayne	Tennessee	USA
Hamilton	Tennessee	USA
Lawrence	Tennessee	USA
Giles	Tennessee	USA
Transylvania	North Carolina	USA
Franklin	Tennessee	USA
Marion	Tennessee	USA
Cherokee	North Carolina	USA
Polk	Tennessee	USA
Collingsworth	Texas	USA
Pickens	South Carolina	USA
Oconee	South Carolina	USA
Lauderdale	Alabama	USA
Limestone	Alabama	USA
Rabun	Georgia	USA
Jackson	Alabama	USA
Dade	Georgia	USA
Walker	Georgia	USA
Colbert	Alabama	USA
DeKalb	Alabama	USA
Gilmer	Georgia	USA
Lawrence	Alabama	USA
Garland	Arkansas	USA
Childress	Texas	USA
Polk	Arkansas	USA
Morgan	Alabama	USA
Dawson	Georgia	USA
Union	Mississippi	USA
Marshall	Alabama	USA
Floyd	Georgia	USA
Chattooga	Georgia	USA
Franklin	Alabama	USA
Hardeman	Texas	USA
Pickens	Georgia	USA
Bartow	Georgia	USA
Cottle	Texas	USA
Richland	South Carolina	USA
Polk	Georgia	USA
Paulding	Georgia	USA
Calhoun	Alabama	USA
King	Texas	USA
Shelby	Alabama	USA
Winston	Mississippi	USA
Bibb	Alabama	USA
Scurry	Texas	USA
Neshoba	Mississippi	USA
Jasper	Mississippi	USA
Smith	Mississippi	USA
Keweenaw	Michigan	USA
Houghton	Michigan	USA
Ontonagon	Michigan	USA
Marquette	Michigan	USA
Gogebic	Michigan	USA
Alger	Michigan	USA
Dickinson	Michigan	USA
Mackinac	Michigan	USA
Delta	Michigan	USA
Door	Wisconsin	USA
Alpena	Michigan	USA
Manistee	Michigan	USA
Jefferson	New York	USA
Manitowoc	Wisconsin	USA
Lewis	New York	USA
Clare	Michigan	USA
Sauk	Wisconsin	USA
Dodge	Wisconsin	USA
Dane	Wisconsin	USA
Onondaga	New York	USA
Erie	New York	USA
Livingston	New York	USA
Green	Wisconsin	USA
Cattaraugus	New York	USA
Carroll	Illinois	USA
Tioga	Pennsylvania	USA
Warren	Pennsylvania	USA
Itasca	Minnesota	USA
Kittitas	Washington	USA
Mercer	North Dakota	USA
Pierce	Washington	USA
Lewis	Washington	USA
Polk	Wisconsin	USA
St. Croix	Wisconsin	USA
Pepin	Wisconsin	USA
Jackson	Wisconsin	USA
Wabasha	Minnesota	USA
Juneau	Wisconsin	USA
Olmsted	Minnesota	USA
Winona	Minnesota	USA
Monroe	Wisconsin	USA
La Crosse	Wisconsin	USA
Jackson	South Dakota	USA
Custer	South Dakota	USA
Vernon	Wisconsin	USA
Niobrara	Wyoming	USA
Dixon	Nebraska	USA
Goshen	Wyoming	USA
Lancaster	Nebraska	USA
Plumas	California	USA
Rooks	Kansas	USA
Pratt	Kansas	USA
Kiowa	Kansas	USA
Barber	Kansas	USA
Comanche	Kansas	USA
Cherokee	Kansas	USA
Newton	Missouri	USA
Ottawa	Oklahoma	USA
Woods	Oklahoma	USA
Woodward	Oklahoma	USA
Stokes	North Carolina	USA
Madison	North Carolina	USA
Rowan	North Carolina	USA
Sequoyah	Oklahoma	USA
Wheeler	Texas	USA
Montgomery	North Carolina	USA
Gaston	North Carolina	USA
Le Flore	Oklahoma	USA
Greenville	South Carolina	USA
Spartanburg	South Carolina	USA
Cherokee	South Carolina	USA
York	South Carolina	USA
Lancaster	South Carolina	USA
Madison	Alabama	USA
Catoosa	Georgia	USA
Union	Georgia	USA
Union	South Carolina	USA
Habersham	Georgia	USA
Laurens	South Carolina	USA
Blount	Alabama	USA
Foard	Texas	USA
Wayne	Mississippi	USA
San Saba	Texas	USA
Sutton	Texas	USA
Blanco	Texas	USA
Liberty	Texas	USA
Hays	Texas	USA
Val Verde	Texas	USA
Kerr	Texas	USA
Kendall	Texas	USA
Comal	Texas	USA
Bandera	Texas	USA
Bexar	Texas	USA
Victoria	Texas	USA
Frio	Texas	USA
Baraga	Michigan	USA
Emmet	Michigan	USA
Grand Traverse	Michigan	USA
Calumet	Wisconsin	USA
Lake	Michigan	USA
Columbia	Wisconsin	USA
Washington	Wisconsin	USA
