,GC,lat,long,Date,User,county
689,GC5ANXR,44.76737,-66.73688,2017-07-04,Fundy Fog,Charlotte-New Brunswick
690,GC5ANXR,44.76737,-66.73688,2016-09-04,Toadster,Charlotte-New Brunswick
691,GC5ANXR,44.76737,-66.73688,2015-08-05,Macfriends,Charlotte-New Brunswick
692,GC5ANXR,44.76737,-66.73688,2015-07-15,Team BikeFast,Charlotte-New Brunswick
693,GC5ANXR,44.76737,-66.73688,2015-07-15,7TNT,Charlotte-New Brunswick
694,GC5ANXR,44.76737,-66.73688,2015-06-26,Fundy Fog,Charlotte-New Brunswick
695,GC5ANXR,44.76737,-66.73688,2014-08-23,SteveAndDeb,Charlotte-New Brunswick
696,GC5ANXR,44.76737,-66.73688,2014-08-11,Cache-tech,Charlotte-New Brunswick
697,GCG7MW,45.8751,-64.87163,2007-04-01,Scouterkevin Chil & Kids,Albert-New Brunswick
698,GCG7MW,45.8751,-64.87163,2006-11-20,incepit,Albert-New Brunswick
699,GCG7MW,45.8751,-64.87163,2006-11-19,markirene,Albert-New Brunswick
700,GCG7MW,45.8751,-64.87163,2005-06-19,Scouterkevin Chil & Kids,Albert-New Brunswick
701,GCG7MW,45.8751,-64.87163,2005-06-13,Doctor Livingstone,Albert-New Brunswick
702,GCG7MW,45.8751,-64.87163,2005-06-11,Doctor Livingstone,Albert-New Brunswick
703,GCG7MW,45.8751,-64.87163,2004-06-04,jim52,Albert-New Brunswick
704,GCG7MW,45.8751,-64.87163,2003-11-30,KD_cachers,Albert-New Brunswick
705,GCG7MW,45.8751,-64.87163,2003-11-30,Scouterkevin Chil & Kids,Albert-New Brunswick
706,GCG7MW,45.8751,-64.87163,2003-07-11,Doctor Livingstone,Albert-New Brunswick
707,GCG7MW,45.8751,-64.87163,2003-06-14,KD_cachers,Albert-New Brunswick
708,GCG7MW,45.8751,-64.87163,2003-06-14,Scouterkevin Chil & Kids,Albert-New Brunswick
709,GCG7MW,45.8751,-64.87163,2003-06-05,Red Witch,Albert-New Brunswick
710,GC6PJ9E,45.87458,-61.31723,2019-08-10,Sportsman01,Inverness-Nova Scotia
711,GC6PJ9E,45.87458,-61.31723,2017-12-01,OUT FOR A STROLL,Inverness-Nova Scotia
712,GC6PJ9E,45.87458,-61.31723,2017-12-01,Navig8her,Inverness-Nova Scotia
713,GCH6C7,45.65983,-65.3814,2011-12-30,sussexace,Haldimand-Norfolk Rgnl Municipal-Ontario
714,GCH6C7,45.65983,-65.3814,2011-12-28,sussexace,Haldimand-Norfolk Rgnl Municipal-Ontario
715,GCH6C7,45.65983,-65.3814,2010-04-28,ajlong,Haldimand-Norfolk Rgnl Municipal-Ontario
716,GCH6C7,45.65983,-65.3814,2009-11-16,DueEast,Haldimand-Norfolk Rgnl Municipal-Ontario
717,GCH6C7,45.65983,-65.3814,2009-09-19,SuperheroInTraining,Haldimand-Norfolk Rgnl Municipal-Ontario
718,GCH6C7,45.65983,-65.3814,2009-05-16,ZeMartelo,Haldimand-Norfolk Rgnl Municipal-Ontario
719,GCH6C7,45.65983,-65.3814,2008-09-24,The Major Family,Haldimand-Norfolk Rgnl Municipal-Ontario
720,GCH6C7,45.65983,-65.3814,2008-05-07,The Major Family,Haldimand-Norfolk Rgnl Municipal-Ontario
721,GCH6C7,45.65983,-65.3814,2008-04-27,TLWTOC,Haldimand-Norfolk Rgnl Municipal-Ontario
722,GCH6C7,45.65983,-65.3814,2008-04-27,DIGGER_52,Haldimand-Norfolk Rgnl Municipal-Ontario
723,GCH6C7,45.65983,-65.3814,2007-10-07,avardmac,Haldimand-Norfolk Rgnl Municipal-Ontario
724,GCH6C7,45.65983,-65.3814,2007-09-16,MacRats,Haldimand-Norfolk Rgnl Municipal-Ontario
725,GCH6C7,45.65983,-65.3814,2007-09-16,MacRats,Haldimand-Norfolk Rgnl Municipal-Ontario
726,GCH6C7,45.65983,-65.3814,2007-07-25,GeoSlyCa,Haldimand-Norfolk Rgnl Municipal-Ontario
727,GCH6C7,45.65983,-65.3814,2007-06-16,unknown45,Haldimand-Norfolk Rgnl Municipal-Ontario
728,GCH6C7,45.65983,-65.3814,2007-06-16,Tetagoucher,Haldimand-Norfolk Rgnl Municipal-Ontario
729,GCH6C7,45.65983,-65.3814,2006-07-09,Acadièn,Haldimand-Norfolk Rgnl Municipal-Ontario
730,GCH6C7,45.65983,-65.3814,2006-05-07,TheRetiredHiker&SpruceGum,Haldimand-Norfolk Rgnl Municipal-Ontario
731,GCH6C7,45.65983,-65.3814,2006-02-25,Scouterkevin Chil & Kids,Haldimand-Norfolk Rgnl Municipal-Ontario
732,GCH6C7,45.65983,-65.3814,2005-11-14,The Major Family,Haldimand-Norfolk Rgnl Municipal-Ontario
733,GCH6C7,45.65983,-65.3814,2005-11-06,GeoSlyCa,Haldimand-Norfolk Rgnl Municipal-Ontario
734,GCH6C7,45.65983,-65.3814,2005-11-06,ACE226,Haldimand-Norfolk Rgnl Municipal-Ontario
735,GCH6C7,45.65983,-65.3814,2005-05-24,The Major Family,Haldimand-Norfolk Rgnl Municipal-Ontario
736,GCH6C7,45.65983,-65.3814,2004-10-16,family_circache,Haldimand-Norfolk Rgnl Municipal-Ontario
737,GCH6C7,45.65983,-65.3814,2004-10-15,The Major Family,Haldimand-Norfolk Rgnl Municipal-Ontario
738,GCH6C7,45.65983,-65.3814,2004-10-04,The Lab Rat,Haldimand-Norfolk Rgnl Municipal-Ontario
739,GCH6C7,45.65983,-65.3814,2004-10-04,Red Witch,Haldimand-Norfolk Rgnl Municipal-Ontario
740,GCH6C7,45.65983,-65.3814,2004-10-02,jim52,Haldimand-Norfolk Rgnl Municipal-Ontario
741,GCH6C7,45.65983,-65.3814,2004-09-12,Toadster,Haldimand-Norfolk Rgnl Municipal-Ontario
742,GCH6C7,45.65983,-65.3814,2004-07-04,'Hawkeye',Haldimand-Norfolk Rgnl Municipal-Ontario
743,GCH6C7,45.65983,-65.3814,2004-06-27,Boomer&theNudge,Haldimand-Norfolk Rgnl Municipal-Ontario
744,GCH6C7,45.65983,-65.3814,2004-06-24,Doctor Livingstone,Haldimand-Norfolk Rgnl Municipal-Ontario
745,GCH6C7,45.65983,-65.3814,2004-06-22,aquanut2,Haldimand-Norfolk Rgnl Municipal-Ontario
746,GCH6C7,45.65983,-65.3814,2004-05-04,vanGO,Haldimand-Norfolk Rgnl Municipal-Ontario
747,GCH6C7,45.65983,-65.3814,2003-11-18,KD_cachers,Haldimand-Norfolk Rgnl Municipal-Ontario
748,GCH6C7,45.65983,-65.3814,2003-11-06,The Major Family,Haldimand-Norfolk Rgnl Municipal-Ontario
749,GC16TF5,45.47463,-75.78832,2018-10-20,GPComd,Les Collines-De-L'Outaouais-Quebec
750,GC16TF5,45.47463,-75.78832,2018-08-18,The red-haired witch,Les Collines-De-L'Outaouais-Quebec
751,GC16TF5,45.47463,-75.78832,2018-08-18,The red-haired witch,Les Collines-De-L'Outaouais-Quebec
752,GC16TF5,45.47463,-75.78832,2018-08-16,The red-haired witch,Les Collines-De-L'Outaouais-Quebec
753,GC16TF5,45.47463,-75.78832,2018-06-25,The red-haired witch,Les Collines-De-L'Outaouais-Quebec
754,GC16TF5,45.47463,-75.78832,2018-05-05,CanThai,Les Collines-De-L'Outaouais-Quebec
755,GC16TF5,45.47463,-75.78832,2018-05-05,TigrePlus,Les Collines-De-L'Outaouais-Quebec
756,GC16TF5,45.47463,-75.78832,2017-09-08,BurscHam,Les Collines-De-L'Outaouais-Quebec
757,GC16TF5,45.47463,-75.78832,2016-11-27,dumbo_89,Les Collines-De-L'Outaouais-Quebec
758,GC16TF5,45.47463,-75.78832,2016-11-19,yukonshawn,Les Collines-De-L'Outaouais-Quebec
759,GC16TF5,45.47463,-75.78832,2014-09-26,ORDIMIC,Les Collines-De-L'Outaouais-Quebec
760,GC16TF5,45.47463,-75.78832,2011-11-19,jingshen,Les Collines-De-L'Outaouais-Quebec
761,GC16TF5,45.47463,-75.78832,2011-09-17,jingshen,Les Collines-De-L'Outaouais-Quebec
762,GC16TF5,45.47463,-75.78832,2010-04-20,Falach-fead,Les Collines-De-L'Outaouais-Quebec
763,GC16TF5,45.47463,-75.78832,2009-09-19,3-Bearss,Les Collines-De-L'Outaouais-Quebec
764,GC16TF5,45.47463,-75.78832,2009-08-18,Guydes.,Les Collines-De-L'Outaouais-Quebec
765,GC16TF5,45.47463,-75.78832,2008-06-15,NeoDorset,Les Collines-De-L'Outaouais-Quebec
766,GC16TF5,45.47463,-75.78832,2008-06-08,NeoDorset,Les Collines-De-L'Outaouais-Quebec
767,GC16TF5,45.47463,-75.78832,2008-06-06,penguins lament,Les Collines-De-L'Outaouais-Quebec
768,GC16TF5,45.47463,-75.78832,2008-01-10,The red-haired witch,Les Collines-De-L'Outaouais-Quebec
769,GC16TF5,45.47463,-75.78832,2007-11-28,FoxEcho,Les Collines-De-L'Outaouais-Quebec
770,GC16TF5,45.47463,-75.78832,2007-10-28,cron,Les Collines-De-L'Outaouais-Quebec
771,GC16TF5,45.47463,-75.78832,2007-10-27,bluelamb03,Les Collines-De-L'Outaouais-Quebec
772,GC16TF5,45.47463,-75.78832,2007-10-27,Mr. Packrat,Les Collines-De-L'Outaouais-Quebec
773,GC16TF5,45.47463,-75.78832,2007-10-27,narcissa,Les Collines-De-L'Outaouais-Quebec
774,GC16TF5,45.47463,-75.78832,2007-10-27,model12,Les Collines-De-L'Outaouais-Quebec
775,GC16TF5,45.47463,-75.78832,2007-10-26,cavecats,Les Collines-De-L'Outaouais-Quebec
776,GC57YHW,43.18455,-79.79545,2020-03-24,carnigrewal,Hamilton-Ontario
777,GC57YHW,43.18455,-79.79545,2020-01-05,OshawaPathfinder,Hamilton-Ontario
778,GC57YHW,43.18455,-79.79545,2020-01-05,da Bush Man,Hamilton-Ontario
779,GC57YHW,43.18455,-79.79545,2020-01-05,stealthEdge,Hamilton-Ontario
780,GC57YHW,43.18455,-79.79545,2020-01-05,paperclips29,Hamilton-Ontario
781,GC57YHW,43.18455,-79.79545,2020-01-05,Bkitty,Hamilton-Ontario
782,GC57YHW,43.18455,-79.79545,2020-01-05,rebel10,Hamilton-Ontario
783,GC57YHW,43.18455,-79.79545,2020-01-05,OpalandYugsirap,Hamilton-Ontario
784,GC57YHW,43.18455,-79.79545,2020-01-05,indigodave,Hamilton-Ontario
785,GC57YHW,43.18455,-79.79545,2020-01-05,Joe Loescher,Hamilton-Ontario
786,GC57YHW,43.18455,-79.79545,2020-01-05,whyteman,Hamilton-Ontario
787,GC57YHW,43.18455,-79.79545,2020-01-05,kguppy,Hamilton-Ontario
788,GC57YHW,43.18455,-79.79545,2018-09-18,Star-Runner,Hamilton-Ontario
789,GC57YHW,43.18455,-79.79545,2017-12-28,SearchinSwifts,Hamilton-Ontario
790,GC57YHW,43.18455,-79.79545,2017-09-30,mmsm,Hamilton-Ontario
791,GC57YHW,43.18455,-79.79545,2017-08-23,bruce iroquoia,Hamilton-Ontario
792,GC57YHW,43.18455,-79.79545,2017-08-23,By Way,Hamilton-Ontario
793,GC57YHW,43.18455,-79.79545,2017-04-04,Norshley,Hamilton-Ontario
794,GC57YHW,43.18455,-79.79545,2016-11-26,meha2,Hamilton-Ontario
795,GC57YHW,43.18455,-79.79545,2016-04-02,Inuksuk.,Hamilton-Ontario
796,GC57YHW,43.18455,-79.79545,2016-04-02,Terryer,Hamilton-Ontario
797,GC57YHW,43.18455,-79.79545,2016-04-02,bggy,Hamilton-Ontario
798,GC57YHW,43.18455,-79.79545,2016-03-05,red headed fury,Hamilton-Ontario
799,GC57YHW,43.18455,-79.79545,2016-03-05,FreeSpirited1,Hamilton-Ontario
800,GC57YHW,43.18455,-79.79545,2016-01-03,geob.o.b.,Hamilton-Ontario
801,GC57YHW,43.18455,-79.79545,2016-01-03,Ellesche2100,Hamilton-Ontario
802,GC57YHW,43.18455,-79.79545,2016-01-03,Zoeker Bill,Hamilton-Ontario
803,GC57YHW,43.18455,-79.79545,2016-01-03,res2100,Hamilton-Ontario
804,GC57YHW,43.18455,-79.79545,2016-01-03,Mississauga Misfits,Hamilton-Ontario
805,GC57YHW,43.18455,-79.79545,2015-11-25,78viper,Hamilton-Ontario
806,GC57YHW,43.18455,-79.79545,2015-11-25,Pasha88,Hamilton-Ontario
807,GC57YHW,43.18455,-79.79545,2015-08-15,mijojelweslandon,Hamilton-Ontario
808,GC57YHW,43.18455,-79.79545,2015-08-15,Kreamer&BearsKrew,Hamilton-Ontario
809,GC57YHW,43.18455,-79.79545,2015-08-15,Ragtops,Hamilton-Ontario
810,GC57YHW,43.18455,-79.79545,2015-08-15,LadyJaime,Hamilton-Ontario
811,GC57YHW,43.18455,-79.79545,2015-08-07,carnigrewal,Hamilton-Ontario
812,GC57YHW,43.18455,-79.79545,2015-08-04,DNStephens,Hamilton-Ontario
813,GC57YHW,43.18455,-79.79545,2015-07-05,Girls Phind Squirrels,Hamilton-Ontario
814,GC57YHW,43.18455,-79.79545,2015-06-29,OutdoorsNut,Hamilton-Ontario
815,GC57YHW,43.18455,-79.79545,2015-04-12,superjosh92,Hamilton-Ontario
816,GC57YHW,43.18455,-79.79545,2015-01-19,jatmo,Hamilton-Ontario
817,GC57YHW,43.18455,-79.79545,2015-01-19,Zorkmid,Hamilton-Ontario
818,GC57YHW,43.18455,-79.79545,2014-12-03,hikerT,Hamilton-Ontario
819,GC57YHW,43.18455,-79.79545,2014-11-22,FLASH Jr. 373,Hamilton-Ontario
820,GC57YHW,43.18455,-79.79545,2014-11-22,PurpleHawks,Hamilton-Ontario
821,GC57YHW,43.18455,-79.79545,2014-10-12,Msbrenders,Hamilton-Ontario
822,GC57YHW,43.18455,-79.79545,2014-09-03,ONESPIRIT555,Hamilton-Ontario
823,GC57YHW,43.18455,-79.79545,2014-07-13,tiggrrr,Hamilton-Ontario
824,GC57YHW,43.18455,-79.79545,2014-07-13,willipan,Hamilton-Ontario
825,GC57YHW,43.18455,-79.79545,2014-07-13,Skyecat,Hamilton-Ontario
826,GC57YHW,43.18455,-79.79545,2014-07-13,Bug Finders,Hamilton-Ontario
827,GC57YHW,43.18455,-79.79545,2014-07-13,NFJK,Hamilton-Ontario
828,GC57YHW,43.18455,-79.79545,2014-07-13,outsiders2,Hamilton-Ontario
829,GC57YHW,43.18455,-79.79545,2014-07-13,kayaklady52,Hamilton-Ontario
830,GC57YHW,43.18455,-79.79545,2014-07-13,DDTKR,Hamilton-Ontario
831,GC57YHW,43.18455,-79.79545,2014-07-13,Paul n Susan,Hamilton-Ontario
832,GC57YHW,43.18455,-79.79545,2014-07-13,stinger503,Hamilton-Ontario
833,GC57YHW,43.18455,-79.79545,2014-07-13,betweenhereandthere,Hamilton-Ontario
834,GC57YHW,43.18455,-79.79545,2014-07-13,yungfelo,Hamilton-Ontario
835,GC57YHW,43.18455,-79.79545,2014-07-13,geoawareCA,Hamilton-Ontario
836,GC1YRMV,45.93053,-64.48723,2020-02-17,Pink Action,Westmorland-New Brunswick
837,GC1YRMV,45.93053,-64.48723,2018-07-26,unoyt,Westmorland-New Brunswick
838,GC1YRMV,45.93053,-64.48723,2018-07-26,moumoute,Westmorland-New Brunswick
839,GC1YRMV,45.93053,-64.48723,2018-05-18,gnome#4,Westmorland-New Brunswick
840,GC1YRMV,45.93053,-64.48723,2017-05-07,Q.B.,Westmorland-New Brunswick
841,GC1YRMV,45.93053,-64.48723,2017-04-21,OUT FOR A STROLL,Westmorland-New Brunswick
842,GC1YRMV,45.93053,-64.48723,2017-04-21,Navig8her,Westmorland-New Brunswick
843,GC1YRMV,45.93053,-64.48723,2016-06-30,fingers crossed,Westmorland-New Brunswick
844,GC1YRMV,45.93053,-64.48723,2015-10-11,Pikpik,Westmorland-New Brunswick
845,GC1YRMV,45.93053,-64.48723,2015-09-16,sussexace,Westmorland-New Brunswick
846,GC1YRMV,45.93053,-64.48723,2015-09-13,vol21ff,Westmorland-New Brunswick
847,GC1YRMV,45.93053,-64.48723,2015-05-09,Geodimeter,Westmorland-New Brunswick
848,GC1YRMV,45.93053,-64.48723,2013-07-14,Paulie,Westmorland-New Brunswick
849,GC1YRMV,45.93053,-64.48723,2013-07-14,Perks19,Westmorland-New Brunswick
850,GC1YRMV,45.93053,-64.48723,2012-10-19,K57,Westmorland-New Brunswick
851,GC1YRMV,45.93053,-64.48723,2012-07-08,E.B.E 51,Westmorland-New Brunswick
852,GC1YRMV,45.93053,-64.48723,2011-12-11,2 GYPSIES WITH NO MOSS BETWEEN OUR TOES,Westmorland-New Brunswick
853,GC1YRMV,45.93053,-64.48723,2011-08-11,Nemodidi,Westmorland-New Brunswick
854,GC1YRMV,45.93053,-64.48723,2011-08-05,Zonker&co,Westmorland-New Brunswick
855,GC1YRMV,45.93053,-64.48723,2011-07-17,paulandstacey,Westmorland-New Brunswick
856,GC1YRMV,45.93053,-64.48723,2011-06-23,Nemodidi,Westmorland-New Brunswick
857,GC1YRMV,45.93053,-64.48723,2011-06-23,Rev Slippery,Westmorland-New Brunswick
858,GC1YRMV,45.93053,-64.48723,2011-06-08,usRlost,Westmorland-New Brunswick
859,GC1YRMV,45.93053,-64.48723,2010-08-06,El Nimrod,Westmorland-New Brunswick
860,GC1YRMV,45.93053,-64.48723,2009-10-20,Ma & Pa,Westmorland-New Brunswick
861,GC1YRMV,45.93053,-64.48723,2009-10-16,Belladan,Westmorland-New Brunswick
862,GC1YRMV,45.93053,-64.48723,2009-09-22,markirene,Westmorland-New Brunswick
863,GC1YRMV,45.93053,-64.48723,2009-09-22,incepit,Westmorland-New Brunswick
864,GC1YRMV,45.93053,-64.48723,2009-09-21,geoaware,Westmorland-New Brunswick
865,GC1YRMV,45.93053,-64.48723,2009-09-19,Hillbilly Bob,Westmorland-New Brunswick
866,GC1YRMV,45.93053,-64.48723,2009-09-19,jim52,Westmorland-New Brunswick
867,GC1YRMV,45.93053,-64.48723,2009-09-18,Ron568,Westmorland-New Brunswick
868,GC1YRMV,45.93053,-64.48723,2009-09-18,geoaware,Westmorland-New Brunswick
869,GC1YRMV,45.93053,-64.48723,2009-09-17,Ron568,Westmorland-New Brunswick
870,GCYMAX,44.93387,-78.24605,2013-09-03,Hilsrus,Peterborough-Ontario
871,GCYMAX,44.93387,-78.24605,2007-10-28,kayakers2,Peterborough-Ontario
872,GCYMAX,44.93387,-78.24605,2007-08-31,Hilsrus,Peterborough-Ontario
873,GCYMAX,44.93387,-78.24605,2007-08-30,Cache-tech,Peterborough-Ontario
874,GCYMAX,44.93387,-78.24605,2007-07-21,Hilsrus,Peterborough-Ontario
875,GCYMAX,44.93387,-78.24605,2007-05-13,bggy,Peterborough-Ontario
876,GCYMAX,44.93387,-78.24605,2006-12-31,Shelley's Crew,Peterborough-Ontario
877,GCYMAX,44.93387,-78.24605,2006-10-07,Geofellas,Peterborough-Ontario
878,GC8D04,45.30035,-66.05085,2007-10-27,LongReacher,Saint John-New Brunswick
879,GC8D04,45.30035,-66.05085,2005-04-16,Doctor Livingstone,Saint John-New Brunswick
880,GC8D04,45.30035,-66.05085,2004-06-24,Doctor Livingstone,Saint John-New Brunswick
881,GC8D04,45.30035,-66.05085,2004-05-30,Boomer&theNudge,Saint John-New Brunswick
882,GC8D04,45.30035,-66.05085,2004-04-18,Kawboy123,Saint John-New Brunswick
883,GC8D04,45.30035,-66.05085,2003-10-08,The Major Family,Saint John-New Brunswick
884,GC8D04,45.30035,-66.05085,2003-09-26,The Major Family,Saint John-New Brunswick
885,GC8D04,45.30035,-66.05085,2003-08-17,LongReacher,Saint John-New Brunswick
886,GC8D04,45.30035,-66.05085,2003-07-27,family_circache,Saint John-New Brunswick
887,GC8D04,45.30035,-66.05085,2003-06-29,vanGO,Saint John-New Brunswick
888,GC8D04,45.30035,-66.05085,2003-06-18,PDPPotter,Saint John-New Brunswick
889,GC8D04,45.30035,-66.05085,2003-05-20,UnclePunk,Saint John-New Brunswick
890,GC8D04,45.30035,-66.05085,2003-05-16,aquanut2,Saint John-New Brunswick
891,GC8D04,45.30035,-66.05085,2003-05-16,Trelane,Saint John-New Brunswick
892,GC8D04,45.30035,-66.05085,2003-04-27,'Hawkeye',Saint John-New Brunswick
893,GC8D04,45.30035,-66.05085,2003-04-19,LegoEggo,Saint John-New Brunswick
894,GC8D04,45.30035,-66.05085,2002-12-19,quispamman,Saint John-New Brunswick
895,GC8D04,45.30035,-66.05085,2002-11-30,DustyWalker,Saint John-New Brunswick
896,GC8D04,45.30035,-66.05085,2002-10-29,Brown Witch,Saint John-New Brunswick
897,GC8D04,45.30035,-66.05085,2002-10-01,Red Witch,Saint John-New Brunswick
898,GC8D04,45.30035,-66.05085,2002-09-28,Cache Test Dummy,Saint John-New Brunswick
899,GC8D04,45.30035,-66.05085,2002-09-28,1492,Saint John-New Brunswick
900,GC8D04,45.30035,-66.05085,2002-09-28,Jenn Bellyshorts,Saint John-New Brunswick
901,GC8D04,45.30035,-66.05085,2002-09-28,Eric_F,Saint John-New Brunswick
902,GC8D04,45.30035,-66.05085,2002-09-22,GPComd,Saint John-New Brunswick
903,GC8D04,45.30035,-66.05085,2002-09-22,GPComd,Saint John-New Brunswick